OBJECTID,Codigo_Muniicipio,Departamento,Municipio,Periodo_1980_1988,Periodo_1989_1996,Periodo_1997_2004,Periodo_2005_2014,Descripcion,Periodo,Fuente,Fecha_Actualizacion,Total_1989_2014,Shape_Length,Shape_Area
561,25875,CUNDINAMARCA,VILLETA,0,19,668,279,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,966,0.584876729988162,0.0114879663379262
562,25878,CUNDINAMARCA,VIOTÁ,22,527,8718,1295,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,10562,0.736927988226869,0.0164044219784803
563,25885,CUNDINAMARCA,YACOPÍ,473,666,2439,1543,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5121,1.99993000932869,0.0780897274576677
564,25898,CUNDINAMARCA,ZIPACÓN,0,0,5,0,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5,0.351595405893925,0.00442366097404685
565,25899,CUNDINAMARCA,ZIPAQUIRÁ,0,0,28,81,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,109,0.970994131729188,0.0158873065377013
566,25001,CUNDINAMARCA,AGUA DE DIOS,0,4,191,92,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,287,0.473288251693893,0.00698507264545137
567,25307,CUNDINAMARCA,GIRARDOT,0,14,182,385,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,581,0.692975308115802,0.0106018712869168
568,25754,CUNDINAMARCA,SOACHA,0,7,310,2709,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3026,0.913474294910949,0.0152747726503079
569,25175,CUNDINAMARCA,CHÍA,0,0,39,48,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,87,0.502740662716124,0.00655856441008661
570,25260,CUNDINAMARCA,EL ROSAL,0,0,2,31,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,33,0.426678599053968,0.00711234359751626
571,25473,CUNDINAMARCA,MOSQUERA,1,0,13,90,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,104,0.594105179170664,0.00863448760276607
572,25740,CUNDINAMARCA,SIBATÉ,0,0,113,126,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,239,0.551290001905802,0.00995147364272445
573,25290,CUNDINAMARCA,FUSAGASUGÁ,12,17,832,1127,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1988,1.02633950504711,0.0158000196690707
574,25662,CUNDINAMARCA,SAN JUAN DE RIOSECO,0,87,1652,813,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2552,0.944173794064916,0.0256030070763179
575,27615,CHOCÓ,RIOSUCIO,344,6071,73015,9878,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,89308,6.45132415225212,0.6211950578716
576,27001,CHOCÓ,QUIBDÓ,71,576,19267,18753,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,38667,5.3610544770863,0.285832334930712
577,27006,CHOCÓ,ACANDÍ,156,6098,6760,2347,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,15361,1.81396974466892,0.0652864595007801
578,27025,CHOCÓ,ALTO BAUDÓ,19,158,7563,9228,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,16968,3.35114236389601,0.166907143112846
579,27050,CHOCÓ,ATRATO,4,32,1363,1501,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2900,1.35126272143645,0.0343392642319185
580,27073,CHOCÓ,BAGADÓ,25,142,5929,7727,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,13823,1.4709927779407,0.065803829755652
581,27075,CHOCÓ,BAHÍA SOLANO,6,41,2016,1080,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3143,3.36114581144872,0.0729263873120065
582,27077,CHOCÓ,BAJO BAUDÓ,20,99,878,10079,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,11076,5.96096458466976,0.282865432879
583,27099,CHOCÓ,BOJAYÁ,41,511,24027,6885,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,31464,3.9336629130356,0.295980579377544
584,27135,CHOCÓ,EL CANTÓN DEL SAN PABLO,5,66,349,532,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,952,1.28457270269979,0.0309754313453462
585,27150,CHOCÓ,CARMEN DEL DARIÉN,29,347,11672,3133,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,15181,3.47519607566348,0.259647470497578
586,27160,CHOCÓ,CÉRTEGUI,20,14,128,132,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,294,1.50556744166838,0.0344795441290867
587,27205,CHOCÓ,CONDOTO,4,81,2251,2486,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4822,1.54423798459116,0.0380735193792246
588,27245,CHOCÓ,EL CARMEN DE ATRATO,46,502,6358,1508,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,8414,1.4309061649156,0.0676917036064027
589,27250,CHOCÓ,EL LITORAL DEL SAN JUAN,0,24,617,7540,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,8181,4.61631039452419,0.335967852369657
590,27361,CHOCÓ,ISTMINA,22,180,5795,8891,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,14888,5.13973425706294,0.152877760004631
591,27372,CHOCÓ,JURADÓ,25,635,3720,298,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4678,3.43606241282812,0.102090904732681
592,27413,CHOCÓ,LLORÓ,0,61,4865,2122,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,7048,1.77434966812818,0.0686851872121212
593,27425,CHOCÓ,MEDIO ATRATO,9,58,1340,7872,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,9279,2.64983439119403,0.147779369444563
594,27430,CHOCÓ,MEDIO BAUDÓ,6,33,774,6228,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,7041,2.69465287018051,0.11160913314183
595,27450,CHOCÓ,MEDIO SAN JUAN,4,74,1377,3119,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4574,2.85546050327148,0.0539605736137391
596,27491,CHOCÓ,NÓVITA,5,135,1959,2257,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4356,1.6961511853627,0.076912646813756
597,27495,CHOCÓ,NUQUÍ,0,47,1393,1642,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3082,2.44064463240803,0.0572970316860884
598,27580,CHOCÓ,RÍO IRÓ,12,63,1073,784,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1932,1.21111278091829,0.0264704741020434
599,27600,CHOCÓ,RÍO QUITO,0,28,2168,1214,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3410,1.49470895588708,0.0569163258229126
600,27660,CHOCÓ,SAN JOSÉ DEL PALMAR,22,109,2826,4309,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,7266,1.7083350290826,0.128819502687919
601,27745,CHOCÓ,SIPÍ,2,5,140,3721,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3868,2.21829234878675,0.128269840899267
602,27787,CHOCÓ,TADÓ,35,694,7235,3298,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,11262,1.89487652941955,0.0582226495279283
603,27800,CHOCÓ,UNGUÍA,251,4107,8569,4663,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,17590,1.75695858723798,0.0973868221161152
604,27810,CHOCÓ,UNIÓN PANAMERICANA,0,14,64,251,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,329,0.98823684309364,0.0144723250901515
605,41001,HUILA,NEIVA,48,180,3184,9376,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,12788,3.07253995986203,0.103251929189495
606,41306,HUILA,GIGANTE,24,117,1492,3512,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5145,1.13253951373483,0.0409302322681213
607,41319,HUILA,GUADALUPE,4,28,257,1563,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1852,0.748569305604926,0.0202738667139902
608,41349,HUILA,HOBO,2,10,220,752,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,984,0.781608242451652,0.0157857349854626
609,41357,HUILA,ÍQUIRA,15,56,590,2072,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2733,1.03318734593997,0.0289721542661228
610,41359,HUILA,ISNOS,32,133,1472,3291,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4928,1.58235623938195,0.0300866490281329
611,41378,HUILA,LA ARGENTINA,19,21,343,1152,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1535,1.42020651415215,0.0289393530520741
612,41396,HUILA,LA PLATA,90,119,1167,3984,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5360,1.64939878064789,0.0661610733120783
613,41483,HUILA,NÁTAGA,20,11,517,795,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1343,0.633438764204744,0.0107198885357723
614,41503,HUILA,OPORAPA,0,26,354,934,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1314,0.638078324918306,0.0126513733713991
615,41518,HUILA,PAICOL,0,0,21,102,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,123,1.19275880011065,0.0226107484782071
616,41524,HUILA,PALERMO,21,28,292,1262,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1603,1.81021164568281,0.0718882095207783
617,41530,HUILA,PALESTINA,27,29,187,583,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,826,0.702166332854134,0.0159850346342375
618,41548,HUILA,PITAL,5,5,147,483,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,640,0.942967991831011,0.0157301915336953
619,41551,HUILA,PITALITO,31,122,1638,6017,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,7808,1.49570866940183,0.0511957565133942
620,41615,HUILA,RIVERA,7,31,195,1156,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1389,0.716597568486067,0.0204252447975438
621,41660,HUILA,SALADOBLANCO,19,33,371,1100,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1523,1.31963938709665,0.0378816250370386
622,41668,HUILA,SAN AGUSTÍN,63,64,789,3622,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4538,2.03264306793206,0.112832544106605
623,41676,HUILA,SANTA MARÍA,20,18,664,1485,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2187,0.866627366643203,0.0275860711617123
624,41770,HUILA,SUAZA,51,22,421,1339,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1833,0.939421741647582,0.0348926230023023
625,41791,HUILA,TARQUI,5,36,282,1691,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2014,0.913107823220508,0.0294657845835279
626,41797,HUILA,TESALIA,4,4,175,531,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,714,1.15652205767951,0.0298221619365518
627,41799,HUILA,TELLO,25,83,1185,2970,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4263,1.47176887837852,0.0431367139839354
628,41801,HUILA,TERUEL,2,23,144,677,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,846,1.67802966035669,0.038337847782378
629,41807,HUILA,TIMANÁ,38,41,328,788,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1195,0.674090370174935,0.0150814920993107
630,41872,HUILA,VILLAVIEJA,0,18,277,570,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,865,1.36535316281217,0.0442447444890641
631,41885,HUILA,YAGUARÁ,0,0,41,95,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,136,0.953110242849922,0.0270573241876242
632,41298,HUILA,GARZÓN,15,151,962,5268,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,6396,1.36576192165904,0.0492742996811506
633,41244,HUILA,ELÍAS,0,4,21,81,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,106,0.517464415758516,0.00653203069681288
634,41206,HUILA,COLOMBIA,60,108,3444,5017,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,8629,2.34452405705267,0.128978174950545
635,41132,HUILA,CAMPOALEGRE,4,29,552,2409,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2994,1.05818733725224,0.0376195939225122
636,41078,HUILA,BARAYA,52,93,1848,2986,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4979,1.4979021137632,0.0639334243920073
637,41026,HUILA,ALTAMIRA,0,4,38,188,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,230,0.69452127768821,0.0146991558457349
638,41020,HUILA,ALGECIRAS,55,149,4471,9010,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,13685,1.26396791081015,0.047929545643052
639,41016,HUILA,AIPE,11,35,656,1962,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2664,2.13939571457018,0.0647076019176928
640,41013,HUILA,AGRADO,1,0,52,216,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,269,0.940085233290619,0.0222369022276699
641,41006,HUILA,ACEVEDO,74,65,1950,3987,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,6076,1.19966398872533,0.0423620751402295
642,44078,LA GUAJIRA,BARRANCAS,4,173,1890,2760,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4827,1.4953574378135,0.0662144732626903
643,44098,LA GUAJIRA,DISTRACCIÓN,1,45,644,299,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,989,0.901856258015491,0.01916877236064
644,44110,LA GUAJIRA,EL MOLINO,21,168,1955,2501,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4645,0.710049635003405,0.0200017375090095
645,44279,LA GUAJIRA,FONSECA,15,493,3529,3311,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,7348,1.31860274378714,0.0391294213481903
646,44378,LA GUAJIRA,HATONUEVO,0,51,422,356,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,829,1.14535242904439,0.0177516228063731
647,44420,LA GUAJIRA,LA JAGUA DEL PILAR,25,108,523,320,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,976,0.980501121360643,0.0148255648326749
648,44855,LA GUAJIRA,URUMITA,7,182,1332,1022,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2543,1.05069237693232,0.0203317284213048
649,44874,LA GUAJIRA,VILLANUEVA,14,284,5665,3730,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,9693,0.883065461092923,0.0214786578599251
650,44001,LA GUAJIRA,RIOHACHA,64,1077,14421,17519,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,33081,3.03051560467255,0.255613641094655
651,44035,LA GUAJIRA,ALBANIA,6,53,589,846,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1494,1.48541630983074,0.0451706016094987
652,44090,LA GUAJIRA,DIBULLA,81,697,5422,19709,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,25909,2.01510617385705,0.144759524523553
653,44650,LA GUAJIRA,SAN JUAN DEL CESAR,70,357,13932,3427,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,17786,2.51543709210516,0.1083516045142
654,44847,LA GUAJIRA,URIBIA,3,9,2196,377,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2585,6.11430387062406,0.653530936555751
655,44430,LA GUAJIRA,MAICAO,98,361,4854,5218,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,10531,2.74061810530854,0.146361725787645
656,44560,LA GUAJIRA,MANAURE,7,3,262,346,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,618,2.06871512142826,0.13415246455497
657,47541,MAGDALENA,PEDRAZA,8,121,1331,1098,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2558,0.861368759797794,0.025226493492339
658,47030,MAGDALENA,ALGARROBO,7,670,3018,2281,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5976,1.26568004944646,0.0335369408682325
659,47058,MAGDALENA,ARIGUANÍ,51,462,3235,2579,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,6327,1.99288095467144,0.0932784087716937
660,47161,MAGDALENA,CERRO DE SAN ANTONIO,8,581,2998,878,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4465,0.700346519876554,0.014622407841009
661,47170,MAGDALENA,CHIVOLO,220,1112,7589,2332,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,11253,1.32637332080037,0.0442544487189853
662,47205,MAGDALENA,CONCORDIA,17,85,1751,350,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2203,0.544326264913122,0.0090331781448707
663,47258,MAGDALENA,EL PIÑÓN,16,199,7268,1249,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,8732,1.17710963940875,0.0459855579039871
664,47268,MAGDALENA,EL RETÉN,2,117,2448,2453,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5020,0.9640506568713,0.021663601106871
665,47318,MAGDALENA,GUAMAL,18,122,1335,1205,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2680,1.18123421158897,0.0464476578414244
666,47460,MAGDALENA,NUEVA GRANADA,49,125,841,868,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1883,1.54540315496538,0.0693807623477464
667,47545,MAGDALENA,PIJIÑO DEL CARMEN,24,18,808,394,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1244,2.34502622807447,0.0544777710775809
668,47551,MAGDALENA,PIVIJAY,72,923,26788,11984,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,39767,2.35615572913593,0.135447217965362
669,47555,MAGDALENA,PLATO,144,881,12602,7704,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,21331,2.47401127087933,0.120081279516875
670,47570,MAGDALENA,PUEBLOVIEJO,3,78,5424,1672,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,7177,1.42903464693862,0.0558461534713722
